surrogate_key,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
0,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-15,0.0,2.0,15.0,1.0,0.0,-1.0
1,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-16,11.0,10.0,35.0,8.0,-4.0,-3.0
2,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-17,-26.0,-45.0,49.0,-50.0,-76.0,17.0
3,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-18,-3.0,11.0,-2.0,1.0,-1.0,0.0
4,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-19,-1.0,3.0,-3.0,-2.0,0.0,1.0
5,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-20,2.0,5.0,2.0,-1.0,2.0,0.0
6,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-21,1.0,-1.0,20.0,2.0,-6.0,2.0
7,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-22,8.0,8.0,56.0,13.0,7.0,-1.0
8,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-23,9.0,7.0,64.0,13.0,3.0,-2.0
9,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-24,1.0,2.0,22.0,-2.0,1.0,0.0
10,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-25,1.0,5.0,5.0,2.0,1.0,0.0
11,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-26,-10.0,-7.0,-13.0,-7.0,-4.0,3.0
12,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-27,-8.0,-6.0,-13.0,-3.0,-3.0,3.0
13,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-28,-5.0,-1.0,-8.0,-1.0,0.0,1.0
14,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-02-29,3.0,8.0,16.0,3.0,7.0,-1.0
15,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-01,5.0,12.0,28.0,4.0,4.0,-1.0
16,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-02,0.0,6.0,2.0,0.0,3.0,0.0
17,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-03,-2.0,3.0,-4.0,1.0,3.0,0.0
18,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-04,3.0,5.0,3.0,0.0,2.0,0.0
19,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-05,4.0,10.0,24.0,2.0,-1.0,1.0
20,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-06,-4.0,-1.0,-4.0,-3.0,2.0,1.0
21,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-07,7.0,8.0,50.0,8.0,7.0,-1.0
22,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-08,8.0,9.0,102.0,8.0,3.0,-1.0
23,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-09,1.0,5.0,48.0,-3.0,1.0,1.0
24,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-10,-2.0,2.0,0.0,-5.0,0.0,1.0
25,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-11,-2.0,5.0,-2.0,-6.0,-1.0,2.0
26,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-12,-1.0,30.0,4.0,-8.0,-1.0,2.0
27,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-13,-9.0,40.0,-13.0,-18.0,-9.0,5.0
28,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-14,-17.0,23.0,1.0,-23.0,-3.0,4.0
29,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-15,-20.0,11.0,38.0,-25.0,-10.0,4.0
30,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-16,-23.0,19.0,-4.0,-45.0,-37.0,13.0
31,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-17,-39.0,7.0,-4.0,-54.0,-46.0,17.0
32,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-18,-45.0,-5.0,-12.0,-58.0,-52.0,21.0
33,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-19,-48.0,-4.0,-3.0,-61.0,-54.0,22.0
34,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-20,-53.0,-12.0,-17.0,-62.0,-57.0,24.0
35,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-21,-56.0,-16.0,16.0,-56.0,-39.0,14.0
36,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-22,-60.0,-27.0,-10.0,-60.0,-43.0,12.0
37,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-23,-56.0,-22.0,-52.0,-69.0,-62.0,25.0
38,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-24,-56.0,-18.0,-11.0,-69.0,-63.0,25.0
39,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-25,-62.0,-29.0,-5.0,-72.0,-67.0,28.0
40,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-26,-63.0,-28.0,-20.0,-72.0,-67.0,29.0
41,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-27,-62.0,-27.0,1.0,-70.0,-67.0,29.0
42,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-28,-67.0,-34.0,-43.0,-68.0,-51.0,18.0
43,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-29,-66.0,-38.0,-10.0,-66.0,-51.0,14.0
44,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-30,-64.0,-35.0,-46.0,-74.0,-69.0,28.0
45,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-03-31,-61.0,-27.0,-41.0,-72.0,-69.0,27.0
46,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-01,-60.0,-28.0,-9.0,-72.0,-69.0,28.0
47,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-02,-61.0,-27.0,-11.0,-73.0,-68.0,29.0
48,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-03,-64.0,-30.0,-40.0,-73.0,-68.0,30.0
49,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-04,-65.0,-32.0,-29.0,-67.0,-51.0,18.0
50,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-05,-67.0,-36.0,-11.0,-67.0,-52.0,14.0
51,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-06,-63.0,-31.0,-15.0,-74.0,-69.0,27.0
52,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-07,-64.0,-29.0,-29.0,-74.0,-69.0,28.0
53,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-08,-62.0,-25.0,-14.0,-73.0,-70.0,28.0
54,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-09,-56.0,-10.0,-39.0,-72.0,-70.0,28.0
55,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-10,-84.0,-71.0,-38.0,-84.0,-88.0,39.0
56,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-11,-64.0,-23.0,-27.0,-65.0,-53.0,18.0
57,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-12,-82.0,-69.0,-21.0,-72.0,-58.0,16.0
58,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-13,-67.0,-34.0,-55.0,-78.0,-73.0,30.0
59,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-14,-62.0,-25.0,-39.0,-74.0,-69.0,28.0
60,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-15,-63.0,-30.0,-44.0,-75.0,-70.0,29.0
61,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-16,-64.0,-28.0,-42.0,-75.0,-69.0,30.0
62,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-17,-65.0,-30.0,-42.0,-73.0,-69.0,31.0
63,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-18,-65.0,-29.0,-13.0,-64.0,-48.0,17.0
64,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-19,-69.0,-41.0,-38.0,-68.0,-49.0,15.0
65,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-20,-62.0,-30.0,-16.0,-73.0,-68.0,27.0
66,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-21,-65.0,-33.0,-51.0,-75.0,-69.0,28.0
67,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-22,-62.0,-28.0,-30.0,-74.0,-68.0,29.0
68,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-23,-63.0,-26.0,-36.0,-74.0,-68.0,29.0
69,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-24,-64.0,-29.0,-29.0,-72.0,-67.0,30.0
70,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-25,-63.0,-27.0,24.0,-61.0,-47.0,16.0
71,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-26,-68.0,-40.0,-50.0,-69.0,-49.0,15.0
72,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-27,-61.0,-26.0,12.0,-71.0,-67.0,26.0
73,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-28,-61.0,-27.0,-17.0,-72.0,-68.0,27.0
74,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-29,-62.0,-30.0,-40.0,-73.0,-68.0,29.0
75,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-04-30,-61.0,-24.0,-28.0,-72.0,-68.0,29.0
76,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-01,-60.0,-21.0,3.0,-68.0,-66.0,28.0
77,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-02,-63.0,-27.0,-13.0,-60.0,-45.0,16.0
78,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-03,-58.0,-25.0,76.0,-53.0,-40.0,11.0
79,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-04,-60.0,-25.0,-12.0,-71.0,-66.0,26.0
80,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-05,-58.0,-21.0,-4.0,-69.0,-66.0,26.0
81,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-06,-58.0,-22.0,7.0,-69.0,-66.0,27.0
82,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-07,-59.0,-21.0,-16.0,-70.0,-66.0,28.0
83,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-08,-60.0,-22.0,-33.0,-69.0,-65.0,29.0
84,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-09,-60.0,-23.0,-41.0,-63.0,-42.0,17.0
85,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-10,-57.0,-24.0,-22.0,-59.0,-38.0,12.0
86,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-11,-60.0,-29.0,-30.0,-71.0,-65.0,27.0
87,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-12,-57.0,-22.0,-14.0,-69.0,-64.0,26.0
88,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-13,-54.0,-19.0,25.0,-67.0,-64.0,26.0
89,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-14,-57.0,-23.0,-33.0,-70.0,-64.0,28.0
90,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-15,-56.0,-20.0,-21.0,-68.0,-64.0,28.0
91,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-16,-53.0,-16.0,91.0,-49.0,-38.0,12.0
92,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-17,-54.0,-20.0,14.0,-57.0,-38.0,11.0
93,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-18,-76.0,-62.0,-44.0,-82.0,-85.0,33.0
94,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-19,-50.0,-11.0,5.0,-66.0,-63.0,24.0
95,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-20,-47.0,-10.0,63.0,-63.0,-62.0,24.0
96,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-21,-48.0,-9.0,68.0,-64.0,-62.0,24.0
97,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-22,-50.0,-14.0,64.0,-61.0,-60.0,24.0
98,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-23,-48.0,-14.0,127.0,-45.0,-31.0,11.0
99,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-24,-49.0,-21.0,102.0,-48.0,-31.0,9.0
100,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-25,-47.0,-16.0,69.0,-63.0,-62.0,22.0
101,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-26,-46.0,-14.0,68.0,-63.0,-60.0,22.0
102,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-27,-46.0,-14.0,60.0,-63.0,-60.0,23.0
103,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-28,-50.0,-18.0,-12.0,-66.0,-60.0,25.0
104,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-29,-50.0,-17.0,-6.0,-63.0,-59.0,25.0
105,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-30,-47.0,-13.0,68.0,-44.0,-24.0,11.0
106,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-05-31,-46.0,-17.0,79.0,-46.0,-22.0,8.0
107,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-01,-44.0,-12.0,78.0,-61.0,-58.0,21.0
108,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-02,-46.0,-15.0,48.0,-62.0,-59.0,22.0
109,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-03,-46.0,-15.0,51.0,-62.0,-59.0,23.0
110,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-04,-45.0,-9.0,85.0,-61.0,-58.0,22.0
111,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-05,-47.0,-14.0,46.0,-60.0,-57.0,23.0
112,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-06,-44.0,-12.0,129.0,-44.0,-22.0,9.0
113,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-07,-43.0,-16.0,135.0,-45.0,-22.0,7.0
114,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-08,-42.0,-12.0,89.0,-60.0,-57.0,20.0
115,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-09,-43.0,-12.0,95.0,-61.0,-57.0,20.0
116,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-10,-43.0,-14.0,49.0,-62.0,-57.0,22.0
117,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-11,-42.0,-8.0,85.0,-60.0,-56.0,22.0
118,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-12,-43.0,-11.0,75.0,-58.0,-55.0,21.0
119,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-13,-42.0,-11.0,131.0,-42.0,-17.0,8.0
120,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-14,-41.0,-15.0,134.0,-43.0,-17.0,6.0
121,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-15,-41.0,-12.0,91.0,-59.0,-56.0,20.0
122,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-16,-40.0,-10.0,104.0,-59.0,-55.0,20.0
123,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-17,-41.0,-11.0,97.0,-59.0,-56.0,21.0
124,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2020-06-18,-40.0,-6.0,105.0,-59.0,-55.0,20.0
