surrogate_key,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
378,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2021-02-27,-49.0,-13.0,21.0,-56.0,-17.0,11.0
379,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2021-02-28,-53.0,-22.0,-19.0,-59.0,-22.0,9.0
380,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2021-03-01,-54.0,-24.0,-39.0,-67.0,-52.0,21.0
381,CA,Canada,Ontario,Toronto Division,,,,ChIJ5b2RG4_L1IkRDtQ2gFEjLv4,2021-03-02,-53.0,-19.0,-23.0,-66.0,-52.0,20.0
382,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-15,13.0,6.0,68.0,3.0,1.0,-2.0
383,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-16,30.0,26.0,128.0,3.0,4.0,-4.0
384,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-17,-30.0,-53.0,52.0,-40.0,-62.0,14.0
385,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-18,-5.0,9.0,-8.0,-6.0,-2.0,1.0
386,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-19,0.0,6.0,-8.0,-8.0,1.0,0.0
387,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-20,6.0,4.0,0.0,-8.0,1.0,0.0
388,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-21,-1.0,0.0,9.0,-9.0,-8.0,2.0
389,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-22,17.0,11.0,54.0,5.0,4.0,-2.0
390,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-23,18.0,17.0,38.0,4.0,6.0,-2.0
391,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-24,4.0,5.0,13.0,-6.0,2.0,0.0
392,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-25,1.0,10.0,2.0,-6.0,3.0,-1.0
393,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-26,-5.0,6.0,-14.0,-2.0,1.0,1.0
394,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-27,-25.0,-25.0,-29.0,-22.0,-31.0,13.0
395,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-28,-2.0,3.0,-12.0,2.0,-3.0,2.0
396,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-02-29,13.0,13.0,-8.0,4.0,7.0,-2.0
397,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-01,17.0,22.0,17.0,3.0,9.0,-2.0
398,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-02,2.0,6.0,-7.0,-5.0,4.0,0.0
399,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-03,0.0,5.0,-10.0,-2.0,4.0,0.0
400,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-04,3.0,9.0,-9.0,-2.0,5.0,0.0
401,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-05,9.0,8.0,-5.0,-4.0,-1.0,0.0
402,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-06,-3.0,-2.0,-10.0,-1.0,5.0,1.0
403,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-07,18.0,12.0,16.0,5.0,6.0,-3.0
404,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-08,16.0,20.0,30.0,0.0,6.0,-2.0
405,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-09,4.0,8.0,11.0,-8.0,3.0,0.0
406,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-10,-2.0,4.0,-9.0,-8.0,3.0,1.0
407,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-11,2.0,12.0,-7.0,-5.0,3.0,0.0
408,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-12,8.0,35.0,-3.0,-8.0,0.0,1.0
409,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-13,-8.0,41.0,-22.0,-18.0,-6.0,5.0
410,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-14,-9.0,24.0,3.0,-17.0,-2.0,3.0
411,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-15,-13.0,14.0,10.0,-25.0,-6.0,3.0
412,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-16,-25.0,17.0,-23.0,-52.0,-48.0,17.0
413,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-17,-43.0,-5.0,-35.0,-59.0,-59.0,22.0
414,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-18,-46.0,-9.0,-23.0,-61.0,-61.0,23.0
415,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-19,-47.0,-11.0,-20.0,-64.0,-64.0,24.0
416,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-20,-54.0,-19.0,-35.0,-64.0,-64.0,26.0
417,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-21,-55.0,-24.0,-9.0,-54.0,-39.0,13.0
418,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-22,-53.0,-24.0,21.0,-58.0,-39.0,10.0
419,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-23,-55.0,-27.0,-53.0,-74.0,-68.0,26.0
420,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-24,-56.0,-23.0,-30.0,-73.0,-70.0,27.0
421,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-25,-62.0,-33.0,-39.0,-74.0,-72.0,29.0
422,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-26,-61.0,-33.0,-47.0,-76.0,-73.0,30.0
423,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-27,-61.0,-28.0,-3.0,-71.0,-71.0,29.0
424,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-28,-62.0,-34.0,-13.0,-66.0,-49.0,14.0
425,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-29,-66.0,-44.0,-61.0,-76.0,-48.0,14.0
426,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-30,-61.0,-34.0,-50.0,-77.0,-74.0,28.0
427,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-03-31,-56.0,-25.0,-18.0,-72.0,-74.0,27.0
428,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-01,-58.0,-31.0,-28.0,-72.0,-73.0,28.0
429,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-02,-58.0,-30.0,-25.0,-74.0,-74.0,29.0
430,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-03,-63.0,-33.0,-44.0,-75.0,-73.0,31.0
431,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-04,-60.0,-34.0,12.0,-59.0,-48.0,14.0
432,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-05,-63.0,-38.0,-21.0,-70.0,-48.0,13.0
433,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-06,-59.0,-31.0,-11.0,-74.0,-74.0,27.0
434,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-07,-60.0,-28.0,-28.0,-75.0,-74.0,28.0
435,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-08,-59.0,-24.0,-45.0,-75.0,-74.0,29.0
436,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-09,-53.0,-6.0,-53.0,-77.0,-75.0,29.0
437,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-10,-86.0,-80.0,-54.0,-85.0,-89.0,38.0
438,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-11,-56.0,-14.0,-18.0,-63.0,-48.0,14.0
439,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-12,-83.0,-79.0,-15.0,-72.0,-58.0,14.0
440,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-13,-64.0,-36.0,-64.0,-83.0,-80.0,31.0
441,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-14,-59.0,-23.0,-40.0,-77.0,-74.0,29.0
442,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-15,-59.0,-27.0,-48.0,-76.0,-74.0,29.0
443,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-16,-59.0,-27.0,-39.0,-76.0,-74.0,30.0
444,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-17,-62.0,-30.0,-33.0,-74.0,-72.0,31.0
445,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-18,-61.0,-32.0,7.0,-59.0,-43.0,14.0
446,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-19,-65.0,-42.0,-50.0,-74.0,-46.0,14.0
447,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-20,-58.0,-29.0,-16.0,-74.0,-73.0,27.0
448,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-21,-62.0,-36.0,-59.0,-78.0,-74.0,30.0
449,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-22,-60.0,-31.0,-53.0,-77.0,-73.0,30.0
450,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-23,-56.0,-23.0,-22.0,-73.0,-73.0,29.0
451,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-24,-63.0,-29.0,-29.0,-73.0,-71.0,30.0
452,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-25,-59.0,-28.0,31.0,-56.0,-41.0,13.0
453,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-26,-59.0,-31.0,-10.0,-66.0,-41.0,12.0
454,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-27,-57.0,-26.0,-16.0,-73.0,-72.0,27.0
455,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-28,-55.0,-23.0,-1.0,-70.0,-72.0,27.0
456,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-29,-56.0,-27.0,-31.0,-73.0,-71.0,28.0
457,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-04-30,-57.0,-28.0,-59.0,-77.0,-72.0,30.0
458,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-01,-57.0,-22.0,-14.0,-70.0,-70.0,29.0
459,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-02,-55.0,-26.0,30.0,-56.0,-37.0,12.0
460,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-03,-51.0,-24.0,53.0,-59.0,-35.0,10.0
461,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-04,-54.0,-25.0,-27.0,-74.0,-71.0,27.0
462,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-05,-53.0,-22.0,-12.0,-71.0,-71.0,27.0
463,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-06,-53.0,-21.0,-5.0,-70.0,-70.0,27.0
464,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-07,-53.0,-20.0,-10.0,-72.0,-70.0,28.0
465,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-08,-58.0,-22.0,-27.0,-72.0,-68.0,29.0
466,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-09,-53.0,-17.0,-34.0,-67.0,-36.0,14.0
467,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-10,-43.0,-12.0,46.0,-61.0,-27.0,9.0
468,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-11,-53.0,-25.0,-2.0,-73.0,-69.0,26.0
469,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-12,-52.0,-22.0,-13.0,-73.0,-69.0,27.0
470,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-13,-49.0,-19.0,15.0,-69.0,-68.0,26.0
471,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-14,-48.0,-17.0,12.0,-69.0,-69.0,26.0
472,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-15,-55.0,-23.0,-29.0,-72.0,-68.0,29.0
473,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-16,-48.0,-18.0,68.0,-52.0,-30.0,10.0
474,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-17,-37.0,-7.0,121.0,-55.0,-24.0,8.0
475,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-18,-67.0,-62.0,93.0,-76.0,-85.0,27.0
476,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-19,-40.0,-4.0,17.0,-69.0,-67.0,24.0
477,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-20,-39.0,-7.0,43.0,-66.0,-66.0,24.0
478,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-21,-39.0,-9.0,50.0,-67.0,-67.0,24.0
479,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-22,-45.0,-14.0,55.0,-66.0,-63.0,24.0
480,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-23,-40.0,-13.0,117.0,-48.0,-21.0,8.0
481,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-24,-35.0,-14.0,145.0,-52.0,-19.0,6.0
482,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-25,-41.0,-16.0,20.0,-69.0,-67.0,23.0
483,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-26,-42.0,-17.0,16.0,-69.0,-66.0,24.0
484,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-27,-40.0,-13.0,23.0,-67.0,-65.0,24.0
485,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-28,-39.0,-11.0,9.0,-68.0,-65.0,24.0
486,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-29,-44.0,-15.0,14.0,-65.0,-62.0,25.0
487,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-30,-41.0,-16.0,38.0,-52.0,-16.0,10.0
488,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-05-31,-34.0,-9.0,86.0,-55.0,-12.0,6.0
489,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-01,-37.0,-13.0,32.0,-67.0,-64.0,22.0
490,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-02,-41.0,-17.0,-5.0,-70.0,-64.0,24.0
491,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-03,-40.0,-12.0,17.0,-67.0,-63.0,23.0
492,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-04,-35.0,-9.0,73.0,-64.0,-62.0,22.0
493,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-05,-42.0,-14.0,99.0,-62.0,-60.0,22.0
494,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-06,-38.0,-13.0,85.0,-52.0,-13.0,8.0
495,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-07,-30.0,-9.0,184.0,-52.0,-7.0,4.0
496,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-08,-34.0,-11.0,64.0,-65.0,-62.0,21.0
497,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-09,-37.0,-13.0,38.0,-67.0,-62.0,22.0
498,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-10,-36.0,-11.0,20.0,-66.0,-62.0,23.0
499,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-11,-33.0,-8.0,57.0,-65.0,-61.0,22.0
500,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-12,-37.0,-11.0,48.0,-62.0,-58.0,21.0
501,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-13,-32.0,-13.0,99.0,-47.0,-6.0,6.0
502,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-14,-24.0,-9.0,195.0,-48.0,-1.0,3.0
503,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-15,-26.0,-6.0,84.0,-63.0,-61.0,19.0
504,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-16,-28.0,-7.0,83.0,-63.0,-60.0,20.0
505,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-17,-29.0,-6.0,76.0,-61.0,-60.0,20.0
