surrogate_key,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
506,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-18,-27.0,-5.0,81.0,-62.0,-60.0,20.0
507,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-19,-34.0,-8.0,81.0,-59.0,-57.0,19.0
508,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-20,-30.0,-8.0,130.0,-44.0,-2.0,3.0
509,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-21,-23.0,-8.0,150.0,-52.0,5.0,0.0
510,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-22,-30.0,-14.0,30.0,-65.0,-62.0,20.0
511,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-23,-30.0,-10.0,34.0,-64.0,-61.0,21.0
512,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-24,-23.0,-2.0,50.0,-60.0,-59.0,20.0
513,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-25,-25.0,-6.0,72.0,-61.0,-59.0,20.0
514,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-26,-33.0,-10.0,85.0,-58.0,-56.0,18.0
515,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-27,-31.0,-14.0,67.0,-47.0,-8.0,6.0
516,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-28,-24.0,-9.0,131.0,-48.0,4.0,2.0
517,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-29,-21.0,1.0,62.0,-61.0,-59.0,18.0
518,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-06-30,-11.0,28.0,71.0,-59.0,-58.0,16.0
519,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-01,-60.0,-57.0,194.0,-68.0,-79.0,19.0
520,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-02,-26.0,-1.0,22.0,-62.0,-62.0,19.0
521,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-03,-31.0,-4.0,84.0,-57.0,-58.0,17.0
522,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-04,-29.0,-10.0,157.0,-39.0,-3.0,3.0
523,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-05,-22.0,-5.0,177.0,-42.0,1.0,0.0
524,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-06,-22.0,-1.0,87.0,-59.0,-60.0,17.0
525,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-07,-26.0,-6.0,62.0,-60.0,-60.0,19.0
526,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-08,-25.0,-3.0,56.0,-59.0,-58.0,19.0
527,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-09,-25.0,-2.0,48.0,-60.0,-58.0,19.0
528,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-10,-32.0,-8.0,57.0,-59.0,-56.0,18.0
529,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-11,-29.0,-9.0,36.0,-44.0,-7.0,6.0
530,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-12,-21.0,-3.0,150.0,-44.0,1.0,2.0
531,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-13,-23.0,-4.0,75.0,-58.0,-59.0,17.0
532,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-14,-24.0,-5.0,78.0,-59.0,-59.0,18.0
533,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-15,-23.0,-4.0,78.0,-58.0,-57.0,17.0
534,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-16,-23.0,-1.0,43.0,-60.0,-58.0,19.0
535,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-17,-28.0,-5.0,92.0,-55.0,-55.0,16.0
536,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-18,-26.0,-8.0,164.0,-38.0,0.0,2.0
537,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-19,-22.0,-7.0,104.0,-46.0,-1.0,1.0
538,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-20,-20.0,-1.0,81.0,-59.0,-58.0,17.0
539,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-21,-22.0,-4.0,92.0,-59.0,-57.0,17.0
540,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-22,-25.0,-5.0,20.0,-61.0,-57.0,19.0
541,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-23,-20.0,-1.0,80.0,-58.0,-57.0,18.0
542,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-24,-28.0,-5.0,103.0,-56.0,-54.0,16.0
543,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-25,-25.0,-9.0,176.0,-39.0,-1.0,2.0
544,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-26,-19.0,-5.0,153.0,-44.0,1.0,0.0
545,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-27,-22.0,-3.0,39.0,-62.0,-60.0,18.0
546,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-28,-22.0,-2.0,88.0,-60.0,-58.0,17.0
547,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-29,-23.0,-4.0,30.0,-59.0,-58.0,18.0
548,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-30,-19.0,2.0,54.0,-57.0,-58.0,17.0
549,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-07-31,-25.0,0.0,107.0,-51.0,-56.0,14.0
550,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-01,-26.0,-9.0,181.0,-32.0,-2.0,0.0
551,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-02,-25.0,-11.0,2.0,-46.0,-7.0,3.0
552,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-03,-35.0,-24.0,137.0,-67.0,-77.0,17.0
553,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-04,-27.0,-8.0,-21.0,-62.0,-61.0,19.0
554,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-05,-20.0,1.0,59.0,-60.0,-58.0,17.0
555,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-06,-16.0,0.0,107.0,-59.0,-57.0,16.0
556,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-07,-26.0,-7.0,100.0,-57.0,-55.0,15.0
557,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-08,-23.0,-10.0,186.0,-38.0,0.0,1.0
558,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-09,-20.0,-6.0,83.0,-47.0,-1.0,1.0
559,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-10,-20.0,-6.0,55.0,-63.0,-59.0,17.0
560,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-11,-24.0,-8.0,33.0,-62.0,-58.0,18.0
561,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-12,-19.0,-3.0,89.0,-58.0,-57.0,16.0
562,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-13,-18.0,-3.0,91.0,-59.0,-57.0,16.0
563,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-14,-26.0,-6.0,104.0,-56.0,-55.0,15.0
564,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-15,-22.0,-9.0,212.0,-36.0,-1.0,0.0
565,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-16,-20.0,-10.0,94.0,-46.0,-1.0,0.0
566,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-17,-20.0,-7.0,40.0,-61.0,-60.0,17.0
567,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-18,-20.0,-6.0,63.0,-60.0,-57.0,17.0
568,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-19,-19.0,-4.0,76.0,-57.0,-56.0,16.0
569,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-20,-18.0,-2.0,38.0,-61.0,-57.0,16.0
570,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-21,-26.0,-6.0,72.0,-58.0,-54.0,15.0
571,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-22,-21.0,-9.0,,-36.0,0.0,0.0
572,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-23,-16.0,-3.0,,-44.0,2.0,0.0
573,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-24,-20.0,-5.0,49.0,-63.0,-59.0,16.0
574,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-25,-20.0,-5.0,59.0,-61.0,-57.0,16.0
575,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-26,-19.0,-3.0,69.0,-59.0,-56.0,15.0
576,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-27,-18.0,-4.0,18.0,-61.0,-57.0,17.0
577,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-28,-24.0,-7.0,91.0,-56.0,-53.0,14.0
578,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-29,-23.0,-8.0,15.0,-47.0,-8.0,5.0
579,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-30,-9.0,2.0,,-40.0,4.0,-1.0
580,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-08-31,-14.0,-2.0,91.0,-59.0,-58.0,14.0
581,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-01,-18.0,-4.0,47.0,-59.0,-57.0,16.0
582,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-02,-22.0,-6.0,8.0,-62.0,-57.0,17.0
583,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-03,-13.0,2.0,77.0,-56.0,-56.0,15.0
584,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-04,-22.0,-5.0,61.0,-54.0,-53.0,14.0
585,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-05,-18.0,-5.0,,-40.0,-4.0,1.0
586,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-06,-3.0,9.0,,-39.0,4.0,-2.0
587,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-07,-57.0,-55.0,29.0,-77.0,-84.0,21.0
588,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-08,-17.0,6.0,13.0,-58.0,-58.0,16.0
589,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-09,-24.0,-7.0,2.0,-61.0,-57.0,18.0
590,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-10,-18.0,-1.0,21.0,-58.0,-56.0,17.0
591,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-11,-24.0,-9.0,78.0,-53.0,-52.0,15.0
592,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-12,-15.0,-3.0,175.0,-36.0,0.0,2.0
593,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-13,-17.0,-3.0,37.0,-46.0,-2.0,4.0
594,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-14,-19.0,-6.0,57.0,-59.0,-55.0,16.0
595,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-15,-21.0,-8.0,24.0,-59.0,-53.0,17.0
596,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-16,-22.0,-9.0,58.0,-59.0,-54.0,16.0
597,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-17,-19.0,-4.0,42.0,-58.0,-54.0,17.0
598,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-18,-26.0,-11.0,42.0,-56.0,-50.0,16.0
599,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-19,-18.0,-4.0,113.0,-42.0,-1.0,3.0
600,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-20,-13.0,1.0,131.0,-46.0,3.0,1.0
601,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-21,-22.0,-8.0,51.0,-61.0,-57.0,16.0
602,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-22,-25.0,-8.0,32.0,-60.0,-54.0,17.0
603,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-23,-26.0,-9.0,41.0,-62.0,-53.0,17.0
604,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-24,-25.0,-7.0,9.0,-62.0,-53.0,18.0
605,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-25,-29.0,-10.0,39.0,-58.0,-49.0,16.0
606,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-26,-21.0,-6.0,131.0,-46.0,0.0,3.0
607,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-27,-17.0,-1.0,117.0,-47.0,4.0,1.0
608,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-28,-25.0,-8.0,47.0,-63.0,-55.0,17.0
609,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-29,-28.0,-9.0,-6.0,-64.0,-54.0,18.0
610,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-09-30,-27.0,-6.0,-14.0,-65.0,-54.0,19.0
611,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-01,-23.0,-2.0,9.0,-61.0,-52.0,18.0
612,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-02,-33.0,-12.0,-8.0,-62.0,-49.0,19.0
613,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-03,-22.0,-3.0,78.0,-47.0,-3.0,5.0
614,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-04,-20.0,0.0,50.0,-53.0,-1.0,4.0
615,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-05,-27.0,-7.0,6.0,-65.0,-56.0,18.0
616,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-06,-28.0,-6.0,-4.0,-64.0,-53.0,18.0
617,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-07,-32.0,-9.0,-26.0,-68.0,-53.0,19.0
618,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-08,-24.0,3.0,5.0,-61.0,-52.0,18.0
619,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-09,-29.0,0.0,19.0,-57.0,-50.0,17.0
620,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-10,-29.0,1.0,89.0,-49.0,-4.0,6.0
621,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-11,-27.0,4.0,96.0,-51.0,0.0,3.0
622,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-12,-70.0,-62.0,42.0,-81.0,-84.0,24.0
623,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-13,-34.0,-7.0,-28.0,-65.0,-55.0,20.0
624,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-14,-31.0,-6.0,23.0,-63.0,-53.0,19.0
625,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-15,-33.0,-9.0,-25.0,-64.0,-54.0,21.0
626,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-16,-35.0,-8.0,-3.0,-61.0,-50.0,20.0
627,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-17,-25.0,-2.0,107.0,-46.0,-7.0,6.0
628,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-18,-25.0,-1.0,55.0,-52.0,-6.0,6.0
629,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-19,-34.0,-12.0,-19.0,-66.0,-57.0,20.0
630,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-20,-31.0,-7.0,0.0,-63.0,-54.0,19.0
631,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-21,-36.0,-13.0,-25.0,-67.0,-54.0,21.0
632,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-22,-30.0,-4.0,0.0,-61.0,-53.0,19.0
633,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-23,-30.0,-8.0,76.0,-56.0,-48.0,17.0
634,CA,Canada,Ontario,Ottawa Division,,,,ChIJmcB2guBn0UwRr0RW_iic0LY,2020-10-24,-27.0,-1.0,38.0,-49.0,-8.0,7.0
