surrogate_key,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
894,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-11,2020,6,11,,,,,,,,
895,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-12,2020,6,12,,,,,,,,
896,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-13,2020,6,13,,,,,,,,
897,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-14,2020,6,14,,,,,,,,
898,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-15,2020,6,15,,,,,,,,
899,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-16,2020,6,16,,,,,,,,
900,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-17,2020,6,17,,,,,,,,
901,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-18,2020,6,18,,,,,,,,
902,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-19,2020,6,19,,,,,,,,
903,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-20,2020,6,20,,,,,,,,
904,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-21,2020,6,21,,,,,,,,
905,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-22,2020,6,22,,,,,,,,
906,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-23,2020,6,23,,,,,,,,
907,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-24,2020,6,24,,,,,,,,
908,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-25,2020,6,25,,,,,,,,
909,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-26,2020,6,26,,,,,,,,
910,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-27,2020,6,27,,,,,,,,
911,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-28,2020,6,28,,,,,,,,
912,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-29,2020,6,29,,,,,,,,
913,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-30,2020,6,30,,,,,,,,
914,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-01,2020,7,1,22.1,14.1,18.1,0.0,0.1,,,
915,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-02,2020,7,2,24.1,13.5,18.8,0.0,0.8,,,
916,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-03,2020,7,3,20.8,11.2,16.0,2.0,0.0,,,
917,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-04,2020,7,4,20.0,9.2,14.6,3.4,0.0,,,
918,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-05,2020,7,5,17.7,10.2,14.0,4.0,0.0,,,
919,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-06,2020,7,6,11.5,6.8,9.1,8.9,0.0,,,
920,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-07,2020,7,7,12.9,4.7,8.8,9.2,0.0,,,
921,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-08,2020,7,8,8.5,2.9,5.7,12.3,0.0,,,
922,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-09,2020,7,9,11.2,1.9,6.6,11.4,0.0,,,
923,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-10,2020,7,10,15.2,6.1,10.6,7.4,0.0,,,
924,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-11,2020,7,11,14.0,7.4,10.7,7.3,0.0,,,
925,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-12,2020,7,12,10.2,8.4,9.3,8.7,0.0,,,
926,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-13,2020,7,13,14.6,7.9,11.2,6.8,0.0,,,
927,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-14,2020,7,14,15.6,7.3,11.4,6.6,0.0,,,
928,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-15,2020,7,15,18.1,8.7,13.4,4.6,0.0,,,
929,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-16,2020,7,16,17.6,7.8,12.7,5.3,0.0,,,
930,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-17,2020,7,17,12.4,7.4,9.9,8.1,0.0,,,
931,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-18,2020,7,18,16.2,7.5,11.9,6.1,0.0,,,
932,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-19,2020,7,19,14.0,7.1,10.5,7.5,0.0,,,
933,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-20,2020,7,20,15.3,9.0,12.1,5.9,0.0,,,
934,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-21,2020,7,21,16.0,8.2,12.1,5.9,0.0,,,
935,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-22,2020,7,22,10.4,7.7,9.0,9.0,0.0,,,
936,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-23,2020,7,23,20.5,7.4,14.0,4.0,0.0,,,
937,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-24,2020,7,24,20.4,8.5,14.5,3.5,0.0,,,
938,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-25,2020,7,25,13.8,6.6,10.2,7.8,0.0,,,
939,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-26,2020,7,26,18.5,9.3,13.9,4.1,0.0,,,
940,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-27,2020,7,27,20.6,10.4,15.5,2.5,0.0,,,
941,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-28,2020,7,28,18.6,10.4,14.5,3.5,0.0,,,
942,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-29,2020,7,29,16.0,8.7,12.3,5.7,0.0,,,
943,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-30,2020,7,30,9.9,4.8,7.3,10.7,0.0,,,
944,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-31,2020,7,31,14.8,4.1,9.4,8.6,0.0,,,
945,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-01,2020,8,1,22.7,9.2,16.0,2.0,0.0,,,
946,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-02,2020,8,2,23.8,10.0,16.9,1.1,0.0,,,
947,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-03,2020,8,3,18.4,8.5,13.4,4.6,0.0,,,
948,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-04,2020,8,4,13.6,8.3,11.0,7.0,0.0,,,
949,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-05,2020,8,5,13.6,7.2,10.4,7.6,0.0,,,
950,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-06,2020,8,6,13.2,5.0,9.1,8.9,0.0,,,
951,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-07,2020,8,7,15.5,6.2,10.8,7.2,0.0,,,
952,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-08,2020,8,8,11.0,7.2,9.1,8.9,0.0,,,
953,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-09,2020,8,9,17.1,6.8,12.0,6.0,0.0,,,
954,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-10,2020,8,10,17.6,8.7,13.2,4.8,0.0,,,
955,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-11,2020,8,11,13.3,6.8,10.0,8.0,0.0,,,
956,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-12,2020,8,12,14.4,4.6,9.5,8.5,0.0,,,
957,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-13,2020,8,13,15.2,6.5,10.9,7.1,0.0,,,
958,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-14,2020,8,14,8.3,4.0,6.1,11.9,0.0,,,
959,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-15,2020,8,15,11.5,4.0,7.8,10.2,0.0,,,
960,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-16,2020,8,16,7.2,4.0,5.6,12.4,0.0,,,
961,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-17,2020,8,17,6.9,2.9,4.9,13.1,0.0,,,
962,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-18,2020,8,18,8.3,0.8,4.6,13.4,0.0,,,
963,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-19,2020,8,19,7.7,2.1,4.9,13.1,0.0,,,
964,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-20,2020,8,20,6.6,0.7,3.7,14.3,0.0,,,
965,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-21,2020,8,21,10.0,1.4,5.7,12.3,0.0,,,
966,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-22,2020,8,22,12.3,3.2,7.7,10.3,0.0,,,
967,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-23,2020,8,23,10.3,3.8,7.0,11.0,0.0,,,
968,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-24,2020,8,24,14.9,3.2,9.0,9.0,0.0,,,
969,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-25,2020,8,25,15.5,5.1,10.3,7.7,0.0,,,
970,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-26,2020,8,26,10.9,3.2,7.0,11.0,0.0,,,
971,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-27,2020,8,27,3.3,0.3,1.8,16.2,0.0,,,
972,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-28,2020,8,28,2.4,-1.0,0.7,17.3,0.0,,,
973,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-29,2020,8,29,4.2,-1.0,1.6,16.4,0.0,,,
974,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-30,2020,8,30,4.9,-1.3,1.8,16.2,0.0,,,
975,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-31,2020,8,31,3.2,0.1,1.6,16.4,0.0,,,
976,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-01,2020,9,1,3.3,-1.1,1.1,16.9,0.0,,,
977,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-02,2020,9,2,4.1,0.4,2.3,15.7,0.0,,,
978,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-03,2020,9,3,4.1,-0.9,1.6,16.4,0.0,,,
979,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-04,2020,9,4,1.0,-1.9,-0.5,18.5,0.0,,,
980,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-05,2020,9,5,0.8,-2.6,-0.9,18.9,0.0,,,
981,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-06,2020,9,6,1.9,-2.4,-0.2,18.2,0.0,,,
982,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-07,2020,9,7,2.8,-2.2,0.3,17.7,0.0,,,
983,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-08,2020,9,8,5.3,1.3,3.3,14.7,0.0,,,
984,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-09,2020,9,9,3.5,-1.6,1.0,17.0,0.0,,,
985,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-10,2020,9,10,5.3,-1.9,1.7,16.3,0.0,,,
986,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-11,2020,9,11,5.0,-1.6,1.7,16.3,0.0,,,
987,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-12,2020,9,12,3.2,-4.2,-0.5,18.5,0.0,,,
988,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-13,2020,9,13,-0.2,-4.4,-2.3,20.3,0.0,,,
989,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-14,2020,9,14,-1.2,-7.7,-4.4,22.4,0.0,,,
990,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-15,2020,9,15,-2.9,-6.8,-4.8,22.8,0.0,,,
991,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-16,2020,9,16,0.5,-4.9,-2.2,20.2,0.0,,,
992,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-17,2020,9,17,1.4,-5.7,-2.2,20.2,0.0,,,
993,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-18,2020,9,18,-1.7,-6.2,-4.0,22.0,0.0,,,
994,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-19,2020,9,19,-0.2,-4.2,-2.2,20.2,0.0,,,
995,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-20,2020,9,20,0.7,-0.7,0.0,18.0,0.0,,,
996,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-21,2020,9,21,4.0,-1.8,1.1,16.9,0.0,,,
997,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-22,2020,9,22,0.8,-1.3,-0.3,18.3,0.0,,,
998,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-23,2020,9,23,1.1,-0.9,0.1,17.9,0.0,,,
999,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-24,2020,9,24,1.4,-1.4,0.0,18.0,0.0,,,
1000,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-25,2020,9,25,1.4,-1.3,0.1,17.9,0.0,,,
1001,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-26,2020,9,26,1.2,0.0,0.6,17.4,0.0,,,
1002,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-27,2020,9,27,3.1,0.2,1.7,16.3,0.0,,,
1003,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-28,2020,9,28,3.6,-0.3,1.6,16.4,0.0,,,
1004,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-29,2020,9,29,1.8,-1.6,0.1,17.9,0.0,,,
1005,-107.82,69.04,CAPE PEEL WEST,2400697,2020-09-30,2020,9,30,1.7,-0.6,0.5,17.5,0.0,,,
1006,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-01,2020,10,1,1.1,-0.9,0.1,17.9,0.0,,,
1007,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-02,2020,10,2,0.7,-3.1,-1.2,19.2,0.0,,,
1008,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-03,2020,10,3,0.2,-4.8,-2.3,20.3,0.0,,,
1009,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-04,2020,10,4,-2.8,-4.4,-3.6,21.6,0.0,,,
1010,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-05,2020,10,5,-2.0,-5.4,-3.7,21.7,0.0,,,
1011,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-06,2020,10,6,-2.9,-8.0,-5.4,23.4,0.0,,,
1012,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-07,2020,10,7,-4.3,-6.2,-5.3,23.3,0.0,,,
1013,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-08,2020,10,8,-5.5,-8.4,-6.9,24.9,0.0,,,
1014,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-09,2020,10,9,-5.8,-11.4,-8.6,26.6,0.0,,,
1015,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-10,2020,10,10,-2.5,-6.5,-4.5,22.5,0.0,,,
1016,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-11,2020,10,11,-1.4,-3.9,-2.6,20.6,0.0,,,
1017,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-12,2020,10,12,-2.0,-4.6,-3.3,21.3,0.0,,,
1018,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-13,2020,10,13,-4.2,-4.8,-4.5,22.5,0.0,,,
1019,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-14,2020,10,14,-0.7,-4.4,-2.5,20.5,0.0,,,
1020,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-15,2020,10,15,-1.3,-4.7,-3.0,21.0,0.0,,,
1021,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-16,2020,10,16,-2.3,-4.9,-3.6,21.6,0.0,,,
1022,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-17,2020,10,17,-3.8,-8.9,-6.4,24.4,0.0,,,
1023,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-18,2020,10,18,-6.2,-7.7,-7.0,25.0,0.0,,,
1024,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-19,2020,10,19,-6.4,-9.6,-8.0,26.0,0.0,,,
1025,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-20,2020,10,20,-4.9,-9.5,-7.2,25.2,0.0,,,
1026,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-21,2020,10,21,-5.4,-14.2,-9.8,27.8,0.0,,,
1027,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-22,2020,10,22,-4.8,-10.4,-7.6,25.6,0.0,,,
1028,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-23,2020,10,23,-4.7,-9.1,-6.9,24.9,0.0,,,
1029,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-24,2020,10,24,-6.6,-13.4,-10.0,28.0,0.0,,,
1030,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-25,2020,10,25,-3.7,-13.0,-8.3,26.3,0.0,,,
1031,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-26,2020,10,26,-9.4,-15.5,-12.4,30.4,0.0,,,
1032,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-27,2020,10,27,-13.5,-20.3,-16.9,34.9,0.0,,,
1033,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-28,2020,10,28,-9.9,-18.4,-14.2,32.2,0.0,,,
1034,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-29,2020,10,29,-12.1,-21.3,-16.7,34.7,0.0,,,
1035,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-30,2020,10,30,-14.7,-21.8,-18.2,36.2,0.0,,,
1036,-107.82,69.04,CAPE PEEL WEST,2400697,2020-10-31,2020,10,31,,,,,,,,
1037,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-01,2020,11,1,,,,,,,,
1038,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-02,2020,11,2,,,,,,,,
1039,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-03,2020,11,3,,,,,,,,
1040,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-04,2020,11,4,,,,,,,,
1041,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-05,2020,11,5,,,,,,,,
1042,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-06,2020,11,6,,,,,,,,
1043,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-07,2020,11,7,,,,,,,,
1044,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-08,2020,11,8,,,,,,,,
1045,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-09,2020,11,9,,,,,,,,
1046,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-10,2020,11,10,,,,,,,,
1047,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-11,2020,11,11,,,,,,,,
1048,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-12,2020,11,12,,,,,,,,
1049,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-13,2020,11,13,,,,,,,,
1050,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-14,2020,11,14,,,,,,,,
1051,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-15,2020,11,15,,,,,,,,
1052,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-16,2020,11,16,,,,,,,,
1053,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-17,2020,11,17,,,,,,,,
1054,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-18,2020,11,18,,,,,,,,
1055,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-19,2020,11,19,,,,,,,,
1056,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-20,2020,11,20,,,,,,,,
1057,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-21,2020,11,21,,,,,,,,
1058,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-22,2020,11,22,,,,,,,,
1059,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-23,2020,11,23,,,,,,,,
1060,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-24,2020,11,24,,,,,,,,
1061,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-25,2020,11,25,,,,,,,,
1062,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-26,2020,11,26,,,,,,,,
1063,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-27,2020,11,27,,,,,,,,
1064,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-28,2020,11,28,,,,,,,,
1065,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-29,2020,11,29,,,,,,,,
1066,-107.82,69.04,CAPE PEEL WEST,2400697,2020-11-30,2020,11,30,,,,,,,,
1067,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-01,2020,12,1,,,,,,,,
1068,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-02,2020,12,2,,,,,,,,
1069,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-03,2020,12,3,,,,,,,,
1070,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-04,2020,12,4,,,,,,,,
1071,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-05,2020,12,5,,,,,,,,
1072,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-06,2020,12,6,,,,,,,,
1073,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-07,2020,12,7,,,,,,,,
1074,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-08,2020,12,8,,,,,,,,
1075,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-09,2020,12,9,,,,,,,,
1076,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-10,2020,12,10,,,,,,,,
1077,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-11,2020,12,11,,,,,,,,
1078,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-12,2020,12,12,,,,,,,,
1079,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-13,2020,12,13,,,,,,,,
1080,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-14,2020,12,14,,,,,,,,
1081,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-15,2020,12,15,,,,,,,,
1082,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-16,2020,12,16,,,,,,,,
1083,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-17,2020,12,17,,,,,,,,
1084,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-18,2020,12,18,,,,,,,,
1085,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-19,2020,12,19,,,,,,,,
1086,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-20,2020,12,20,,,,,,,,
1087,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-21,2020,12,21,,,,,,,,
1088,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-22,2020,12,22,,,,,,,,
1089,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-23,2020,12,23,,,,,,,,
1090,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-24,2020,12,24,,,,,,,,
1091,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-25,2020,12,25,,,,,,,,
1092,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-26,2020,12,26,,,,,,,,
1093,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-27,2020,12,27,,,,,,,,
1094,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-28,2020,12,28,,,,,,,,
1095,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-29,2020,12,29,,,,,,,,
1096,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-30,2020,12,30,,,,,,,,
1097,-107.82,69.04,CAPE PEEL WEST,2400697,2020-12-31,2020,12,31,,,,,,,,
